X,Y,id,@id,FIXME,access,addr2:street,addr:barangay,addr:building,addr:city,addr:country,addr:district,addr:flats,addr:floor,addr:hamlet,addr:housename,addr:housenumber,addr:locality,addr:neighbourhood,addr:place,addr:postcode,addr:province,addr:quarter,addr:region,addr:street,addr:street:corner,addr:subdivision,addr:suburb,addr:town,addr:unit,addr:village,address,admin_level,air_conditioning,alt_name,alt_name:ja-Latn,amenity,artwork_subject,artwork_type,atm,attraction,bar,barrier,basilica,beauty,bicycle_parking,boundary,branch,brand,brand:en,brand:facebook,brand:instagram,brand:ko,brand:twitter,brand:website,brand:wikidata,brand:wikipedia,brand:wikipedia:es,brewery,building,building:levels,building:min_level,building:part,building_1,bureau_de_change,bus,capacity,capacity:2013,cargo,cash_in,charge,check_date,check_date:currency:XBT,church,clothes,community:gender,community_centre,compressed_air,congregation,consulate,contact:email,contact:facebook,contact:instagram,contact:mobile,contact:phone,contact:phone2,contact:tiktok,contact:twitter,contact:website,contributor:ph,country,covered,craft,cuisine,currency:PHP,currency:XBT,currency:others,delivery,denomination,description,device_charging,device_charging:capacity,device_charging:fee,diet:Pancit,diet:keto,diet:local,diet:vegan,diet:vegetarian,diplomatic,diplomatic:services:citizen_services,diplomatic:services:immigrant_visas,diplomatic:services:non-immigrant_visas,diplomatic:services:passport,dispensing,drinkable,drinking_water,drive_through,dry_cleaning,education_program,ele,email,emergency,events_venue,facebook,fast_food,fax,fee,fee:car,female,fence_type,ferry,fine:smoking,fixme2,fountain,fuel:biodiesel,fuel:diesel,fuel:e10,fuel:gasoline,fuel:lpg,fuel:octane_91,fuel:octane_95,fuel:octane_98,fuel:premium,fuel:unleaded,garden:type,generator:output:electricity,generator:source,generator:type,government,grades,group_only,healthcare,healthcare:speciality,height,heritage,historic,hoops,horse,image,indoor,indoor_seating,infection:hiv,information,internet_access,internet_access:fee,is_in,isced:level,jeepney,landuse,language:de,language:en,laundry_service,lawyer,layer,leisure,level,levels,lgbtq,lit,location,male,man_made,manometer,manual,mapillary,maxheight,microbrewery,min_age,monastery:type,money_transfer,mooring,motor_vehicle,name,name:abbr,name:ar,name:ceb,name:de,name:en,name:es,name:etymology,name:etymology:wikidata,name:fil,name:fr,name:he,name:it,name:ja,name:ja-Hira,name:ja-Latn,name:ja_kana,name:ko,name:kr,name:la,name:nl,name:no,name:pt,name:ru,name:simple,name:sv,name:tl,name:zh,nat_name,network,not:brand:wikidata,note,note:covid19,note:de,office,official_name,official_name:de,official_name:en,official_name:es,old_name,old_ref,opening_hours,opening_hours:covid19,operator,operator:en,operator:ru,operator:short,operator:tl,operator:type,operator:wikidata,operator:wikipedia,osm_id,outdoor,outdoor_seating,park_ride,parking,parking:orientation,parts,payment:american_express,payment:cards,payment:cash,payment:cheque,payment:coins,payment:contactless,payment:credit_cards,payment:debit_cards,payment:electronic_purses,payment:gcash,payment:lightning,payment:mastercard,payment:notes,payment:onchain,payment:visa,payment:wire_transfer,ph:contributor,phone,population:pupils:2012,population:pupils:2015,previously,proposed:shop,protect_class,public_transport,recycling_type,ref,region,religion,rental,repair,reservation,roof:colour,roof:shape,rooms,ruins,safety:hand_sanitizer:covid19,safety:mask:covid19,sale,screen,second_hand,self_service,service,service:bicycle:chain_tool,service:bicycle:cleaning,service:bicycle:cleaning:fee,service:bicycle:diy,service:bicycle:pump,service:bicycle:rental,service:bicycle:repair,service:bicycle:retail,service:bicycle:stand,service:bicycle:tools,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:new_car_sales,service:vehicle:repairs,service:vehicle:used_car_sales,service_times,shelter_type,shop,short_name,short_name:en,short_name:ja,shortest_name,smoking,smoothness,social_centre:for,social_facility,social_facility:for,source,source:date,source:feature,source:name,source:opening_hours,source:operator,source:ph,source_ref,specialized_education,sport,stars,start_date,strapline,studio,supervised,surface,survey:date,swimming_pool,takeaway,target,temporary,tents,timestamp,toilets,toilets:access,toilets:disposal,toilets:position,tomb,tourism,townhall:type,trade,type,unisex,url,vending,waterway,website,wheelchair,wifi,wikidata,wikimedia_commons,wikipedia
,,relation/12658510,relation/12658510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/12661604,relation/12661604,,,,,,Cebu City,,,,,,,,,,,"6000",,,,Osmeña Boulevard,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@cduh.com.ph,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cebu Doctors' University Hospital,,,,,Cebu Doctors' University Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+63 32 255 5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,http://cduh.com.ph,,,Q5055804,,en:Cebu Doctors' University Hospital
,,relation/12664854,relation/12664854,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/12664855,relation/12664855,,,,,,,,,,,,,,,,,,,,,Magallanes Street,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of San Jose-Recoletos,USJ-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/12664857,relation/12664857,,,,,,Cebu City,,,,,,,,,,,"6000",,,,Magallanes Street,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archdiocesan Shrine and Parish of Our Lady of Mount Carmel, The Clean-Recoletos",,,,,,"Santuario Arquidiocesano de Nuestra Señora del Carmen, La Limpia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/12664888,relation/12664888,,,,,,,,,,,,,,,,,,,,,Sanciangko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One Central Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/12664889,relation/12664889,,,,,,Cebu City,,,,,,,,,,,"6000",,,,Natalio Bacalso Avenue corner Leon Kilat Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/13998745,relation/13998745,,,,,,Cebu,,,,,,,,,,,"6000",Cebu,,,A. Gabuya Street,,,,,,Pardo,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,Pardo Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South District 2 Cebu City Schools Division, DepEd",,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4871","5259",,,,,,"119909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Education, Philippines","2012",,,,,,,,,,"1947",,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/13998746,relation/13998746,,,,,,Cebu,,,,,,,,,,,,Cebu,,,,,,,,,J. Tabura,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-3,,,,,,,,,,,,,,,,,,,,,,,,,,Pardo National High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South District 2 Cebu City Schools Division, DepEd",,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3588","3588",,,,,,"303159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Education, Philippines","2012",,,,,,,,,,"2002",,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/14075070,relation/14075070,,,,,,Cebu,,,,,,,,,,,,Cebu,,,Gorordo Avenue,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,Lahug Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North District 3 Cebu City Schools Division, DepEd",,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5669","6289",,,,,,"119893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Education, Philippines","2012",,,,,,,,,,"1940",,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/14075071,relation/14075071,,,,,,Cebu,,,,,,,,,,,,Cebu,,,Gorordo Avenue,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-3,,,,,,,,,,,,,,,,,,,,,,,,,,Lahug National Night High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North District 3 Cebu City Schools Division, DepEd",,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1494","1494",,,,,,"303139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Education, Philippines","2012",,,,,,,,,,"2000",,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/14140744,relation/14140744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Original Sirao Garden feat. The Little Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garden,,,,,,,,,,,,,,,,,,Sirao Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,way:620849119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,attraction,,,multipolygon,,,,,,,,,,
,,relation/15061554,relation/15061554,,,,,,Cebu,,,,,,,,,,,,Cebu,,,M.J. Cuenco Avenue,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-3,,,,,,,,,,,,,,,,,,,,,,,,,,Tejero National Night High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North District 5 Cebu City Schools Division, DepEd",,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1148","1148",,,,,,"303155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Education, Philippines","2012",,,,,,,,,,"2002",,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/15061555,relation/15061555,,,,,,Cebu,,,,,,,,,,,,Cebu,,,M.J. Cuenco Avenue,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,Tejero Elementary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North District 5 Cebu City Schools Division, DepEd",,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2979","3231",,,,,,"119925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Education, Philippines","2012",,,,,,,,,,"1940",,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/15628649,relation/15628649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,Mountain View Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,
,,relation/17012112,relation/17012112,,,,,,Cebu,,,,,,,,,,,"6000",,,,Buenaventura Rodriquez Street,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,covid19_testing_laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicente Sotto Memorial Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Health,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,"child;woman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,en:Vicente Sotto Memorial Medical Center
,,way/29261597,way/29261597,,,,,,Cebu City,,,,,,,,,,,"6000",,,,Juan Luna Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SM City Cebu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 10:00-21:00; Fr-Su 10:00-22:00",,SM Prime Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,,,aerial picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/29261598,way/29261598,,,,,,Cebu City,,,,,,,,,,,"6000",,,,Cardinal Rosales Avenue,,,,,,,,,,Ayala Mall Cebu,,,,,,,,,,,,,,,,,,,,,,,,,yes,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,Ayala Center Cebu,,,,,,,,,,,,,,,,,아얄라,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 10:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,,,aerial picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/38192178,way/38192178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Family Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zoo,,,,,,,,,,,,,
,,way/50809591,way/50809591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayala Center Cebu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/50873816,way/50873816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/50874806,way/50874806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayala Car Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/50875613,way/50875613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/53473524,way/53473524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/53539522,way/53539522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,Asmara Urban Resort & Lifestyle Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/65600718,way/65600718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/67137399,way/67137399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+63 (0)32 2310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banilad,Cebu,Philippines",,,,,,,,,golf_course,,,,,,,,,,,,,,,,,,Cebu Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+63 (0)32 2310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,way/84086312,way/84086312,,,,,,Cebu City,,,,,,,,,,,"6000",,,,Juan Luna Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Northwing at SM City Cebu,,,,,The Northwing at SM City Cebu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 10:00-21:00; Fr-Su 10:00-22:00",,SM Prime Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mall,,,,,,,,,,aerial picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
